"Judul","Title_URL","Update","Agen","Jenis_Rumah","Lokasi","KT","KM","Garasi","LT","LB","KPR_bulanan","Harga","Harga_New","Juta"
"Rumah Jalan Besar Panembahan Senopati Ngaliyan Semarang","https://www.rumah123.com/properti/semarang/hos8185815/","Diperbarui 1 bulan yang lalu oleh","GO DEDDY","Rumah","Ngaliyan, Semarang","5","3","","300","155","11","3","3",""
"Rumah Baru 2 Lantai Exclusif dan Natural di Semarang Kota","https://www.rumah123.com/properti/semarang/hos8182020/","Diperbarui 3 bulan yang lalu oleh","Maulana Safii","Rumah","Pedurungan, Semarang","3","2","1","73","63","2","675","0.675",""
"Rumah Siap Tempati Di Jl. Manggis Gg. V, Semarang","https://www.rumah123.com/properti/semarang/hos8177275/","Diperbarui 4 minggu yang lalu oleh","Melly Ks","Rumah","Semarang Selatan, Semarang","2","1","","63","63","1","500","0.5",""
"Rumah di Candi Prambanan Kalipancur Semarang ( Yy 2525 )","https://www.rumah123.com/properti/semarang/hos8176076/","Diperbarui 4 bulan yang lalu oleh","Yeyen","Rumah","Semarang Barat, Semarang","4","2","","100","200","3","900","0.9",""
"Rumah tengah kota siap huni di graha Syuhada Pedurungan Semarang timur","https://www.rumah123.com/properti/semarang/hos8173187/","Diperbarui 2 minggu yang lalu oleh","Lenna Xu","Rumah","Semarang Timur, Semarang","3","2","","135","135","4","1.15","1.15",""
"Rumah Kos di Gayamsari","https://www.rumah123.com/properti/semarang/hos8168523/","Diperbarui 5 bulan yang lalu oleh","Yusliana Dewi (Cien)","Rumah","Gayamsari, Semarang","30","30","","1139","650","16","4.5","4.5",""
"Dijual Rumah Full Furnish Siap Pakai di Ivy Park Bsb","https://www.rumah123.com/properti/semarang/hos8166986/","Diperbarui 4 bulan yang lalu oleh","susan oen","Rumah","Mijen, Semarang","3","3","2","200","190","14","3.8","3.8",""
"Rumah Karangwulan","https://www.rumah123.com/properti/semarang/hos8163936/","Diperbarui 1 bulan yang lalu oleh","Diana","Rumah","Semarang Tengah, Semarang","2","1","","130","63","6","1.7","1.7",""
"Rumah di Rorojonggrang , Semarang Barat ( Yy 2516 )","https://www.rumah123.com/properti/semarang/hos8159450/","Diperbarui 4 bulan yang lalu oleh","Yeyen","Rumah","Semarang Barat, Semarang","4","2","","150","135","4","1.2","1.2",""
"rumah bagus siap huni","https://www.rumah123.com/properti/semarang/hos8159351/","Diperbarui 3 bulan yang lalu oleh","Yen Yen","Rumah","Tembalang, Semarang","5","2","1","222","144","13","3.7","3.7",""
"Rumah Mewah Siap Tempati Di Jl. Bukit Duta Megah, Banyumanik, Semarang","https://www.rumah123.com/properti/semarang/hos8157598/","Diperbarui 4 minggu yang lalu oleh","Melly Ks","Rumah","Semarang Selatan, Semarang","4","2","1","215","350","14","4","4",""
"Rumah Bangunan Baru Tanggul Mas Barat Tanah Mas Semarang Utara","https://www.rumah123.com/properti/semarang/hos8144586/","Diperbarui 1 bulan yang lalu oleh","GO DEDDY","Rumah","Semarang Utara, Semarang","3","2","","96","96","2","600","0.6",""
"Rumah Villa Ezperansa Ngaliyan","https://www.rumah123.com/properti/semarang/hos8139657/","Diperbarui 5 bulan yang lalu oleh","Ribkah Widjaja","Rumah","Ngaliyan, Semarang","3","2","","120","130","3","1","1",""
"Rumah di daerah Pecinan Semarang","https://www.rumah123.com/properti/semarang/hos8138105/","Diperbarui 1 bulan yang lalu oleh","Dian Christanty Nugroho -","Rumah","Semarang Tengah, Semarang","2","2","","60","120","8","2.4","2.4",""
"Rumah SHM Bebas Banjir Ngaliyan View Laut dan Bukit","https://www.rumah123.com/properti/semarang/hos8137356/","Diperbarui 5 bulan yang lalu oleh","Gunawan Era Atlas","Rumah","Ngaliyan, Semarang","2","1","1","120","138","2","700","0.7",""
"Rumah siap huni di daerah Fatmawati","https://www.rumah123.com/properti/semarang/hos8134811/","Diperbarui 1 minggu yang lalu oleh","Ling -","Rumah","Pedurungan, Semarang","3","2","","97","97","2","650","0.65",""
"Rumah siap huni di Cilosari","https://www.rumah123.com/properti/semarang/hos8134806/","Diperbarui 1 minggu yang lalu oleh","Ling -","Rumah","Semarang Utara, Semarang","4","3","","346","188","13","3.75","3.75",""
"Rumah strategis tengah kota semarang di singosari timur wonodri semarang tengah","https://www.rumah123.com/properti/semarang/hos8133750/","Diperbarui 3 minggu yang lalu oleh","Lenna Xu","Rumah","Semarang Tengah, Semarang","7","2","","161","100","6","1.8","1.8",""
"Rumah dijual cepat di Sri Rejeki Dalam, Semarang Barat (Nt0656)","https://www.rumah123.com/properti/semarang/hos8130203/","Diperbarui 2 bulan yang lalu oleh","Nita","Rumah","Semarang Barat, Semarang","3","4","","200","300","5","1.5","1.5",""
"Rumah di Puri Anjasmoro , Semarang Barat (Nt0641)","https://www.rumah123.com/properti/semarang/hos8125721/","Diperbarui 2 bulan yang lalu oleh","Nita","Rumah","Semarang Barat, Semarang","3","2","1","250","205","6","1.75","1.75",""
"Rumah siap huni di Jangli","https://www.rumah123.com/properti/semarang/hos8121985/","Diperbarui 6 bulan yang lalu oleh","Danni W","Rumah","Candisari, Semarang","3","2","","212","200","3","950","0.95",""
"Rumah & Kios siap huni di Plalangan Gunungpati","https://www.rumah123.com/properti/semarang/hos8121982/","Diperbarui 6 bulan yang lalu oleh","Danni W","Rumah","Gunung Pati, Semarang","2","2","1","553","250","5","1.5","1.5",""
"Rumah tingkat 2 lantai siap pakai di Perumahan Villa Candi Asri, Semarang","https://www.rumah123.com/properti/semarang/hos8121758/","Diperbarui 3 bulan yang lalu oleh","Andy Pie","Rumah","Candisari, Semarang","3","2","","300","400","11","3","3",""
"Rumah di Jatisari Mijen Semarang","https://www.rumah123.com/properti/semarang/hos8117377/","Diperbarui 4 bulan yang lalu oleh","Kistiyono -","Rumah","Mijen, Semarang","2","1","","72","72","1","300","0.3",""
"Rumah tengah kota siap huni di halmahera semarang tengah","https://www.rumah123.com/properti/semarang/hos8111702/","Diperbarui 4 minggu yang lalu oleh","Lenna Xu","Rumah","Semarang Tengah, Semarang","7","2","","258","160","10","2.8","2.8",""
"lahan bonus rumah tua halmahera","https://www.rumah123.com/properti/semarang/hos8110593/","Diperbarui 3 bulan yang lalu oleh","Ester  Rose","Rumah","Semarang Tengah, Semarang","2","1","","205","100","7","2","2",""
"Rumah Cantik 2 Kamar Murah Pedurungan (9649-Mrt)","https://www.rumah123.com/properti/semarang/hos8109687/","Diperbarui 4 bulan yang lalu oleh","Margaretha Christine Soeharyo","Rumah","Pedurungan, Semarang","2","1","","119","100","4","1.1","1.1",""
"Rumah di Sriwidodo Selatan Semarang","https://www.rumah123.com/properti/semarang/hos8109356/","Diperbarui 3 bulan yang lalu oleh","Davit Gunawan Hartono","Rumah","Ngaliyan, Semarang","3","1","","487","100","7","2","2",""
"RUMAH HITUNG TANAH SEMARANG BARAT DEKAT PUSAT KOTA","https://www.rumah123.com/properti/semarang/hos8105193/","Diperbarui 3 bulan yang lalu oleh","Ricky  Septiawan","Rumah","Semarang Barat, Semarang","5","2","","209","209","3","950","0.95",""
"Rumah 1 lantai daerah Manyaran Semarang","https://www.rumah123.com/properti/semarang/hos8104938/","Diperbarui 5 bulan yang lalu oleh","Ribkah Widjaja","Rumah","Semarang Barat, Semarang","2","1","","72","30","1","320","0.32",""
"Rumah 1 lantai di permata puri semarang barat","https://www.rumah123.com/properti/semarang/hos8104893/","Diperbarui 1 bulan yang lalu oleh","Ribkah Widjaja","Rumah","Ngaliyan, Semarang","2","1","","131","100","3","925","0.925",""
"Rumah tengah kota siap huni di Perumahan Wanamukti Sambiroto Tembalang Semarang selatan","https://www.rumah123.com/properti/semarang/hos8101566/","Diperbarui 1 bulan yang lalu oleh","Lenna Xu","Rumah","Semarang Selatan, Semarang","3","2","","195","50","5","1.4","1.4",""
"Rumah Permata Puri Ngaliyan","https://www.rumah123.com/properti/semarang/hos8100889/","Diperbarui 2 minggu yang lalu oleh","Ribkah Widjaja","Rumah","Ngaliyan, Semarang","2","2","","131","100","3","925","0.925",""
"Rumah di Trajutrisno Raya Semarang","https://www.rumah123.com/properti/semarang/hos8098643/","Diperbarui 4 bulan yang lalu oleh","Kistiyono -","Rumah","Semarang Barat, Semarang","3","2","","333","350","13","3.5","3.5",""
"Rumah Bagus Unfurnished Jl. Gajahmada Semarang","https://www.rumah123.com/properti/semarang/hos8094506/","Diperbarui 6 bulan yang lalu oleh","Hendrik Wijaya","Rumah","Semarang Tengah, Semarang","4","2","","85","85","13","3.75","3.75",""
"RUMAH BAGUS SIAP PAKAI DI SEMARANG TIMUR","https://www.rumah123.com/properti/semarang/hos8091645/","Diperbarui 6 bulan yang lalu oleh","DAUD SUWITO BRIGHTON","Rumah","Tembalang, Semarang","4","3","","266","200","18","5","5",""
"rumah siap huni","https://www.rumah123.com/properti/semarang/hos8091407/","Diperbarui 4 bulan yang lalu oleh","Yen Yen","Rumah","Candisari, Semarang","3","2","","144","90","7","2.1","2.1",""
"Rumah Cantik di Semeru, Semarang","https://www.rumah123.com/properti/semarang/hos8090688/","Diperbarui 3 bulan yang lalu oleh","Thomas Hubaya","Rumah","Gajah Mungkur, Semarang","3","2","1","375","235","15","4.3","4.3",""
"Rumah Murah Siap Huni Banyumanik (9634-Sta)","https://www.rumah123.com/properti/semarang/hos8087351/","Diperbarui 4 bulan yang lalu oleh","Margaretha Christine Soeharyo","Rumah","Banyumanik, Semarang","3","1","","179","100","5","1.5","1.5",""
"Rumah Cantik 3 Kamar Citrasun Garden (9610-Jem)","https://www.rumah123.com/properti/semarang/hos8086554/","Diperbarui 4 bulan yang lalu oleh","Margaretha Christine Soeharyo","Rumah","Tembalang, Semarang","3","2","","126","69","6","1.7","1.7",""
"Rumah tengah kota siap huni di tlaga bodas cluster gajah mungkur semarang selatan","https://www.rumah123.com/properti/semarang/hos8068506/","Diperbarui 4 minggu yang lalu oleh","Lenna Xu","Rumah","Gajah Mungkur, Semarang","6","2","2","289","325","16","4.5","4.5",""
"Rumah di Taman Arya Mukti , Pedurungan Semarang ( Ti 2420 )","https://www.rumah123.com/properti/semarang/hos8066982/","Diperbarui 4 bulan yang lalu oleh","Teguh Redland","Rumah","Pedurungan, Semarang","2","1","","108","108","2","575","0.575",""
"Rumah siap huni di jalan Karangkojo","https://www.rumah123.com/properti/semarang/hos8056594/","Diperbarui 1 minggu yang lalu oleh","Ling -","Rumah","Semarang Tengah, Semarang","3","2","","149","210","5","1.38","1.38",""
"Rumah Hunian Tenang Nyaman bebas banjir","https://www.rumah123.com/properti/semarang/hos8054229/","Diperbarui 3 bulan yang lalu oleh","Yohana Maria","Rumah","Semarang Barat, Semarang","3","2","","150","100","6","1.65","1.65",""
"rumah  graha  padma","https://www.rumah123.com/properti/semarang/hos8052069/","Diperbarui 5 bulan yang lalu oleh","Lusy  ismawati","Rumah","Semarang Barat, Semarang","4","2","","150","130","6","1.75","1.75",""
"Rumah Siap Tempati Di Perum. Graha Wahid, Tipe Lilac A, Semarang","https://www.rumah123.com/properti/semarang/hos8051805/","Diperbarui 4 minggu yang lalu oleh","Melly Ks","Rumah","Semarang Selatan, Semarang","5","2","","158","225","8","2.3","2.3",""
"Perum Griya Indo Permai Ngaliyan Semarang","https://www.rumah123.com/properti/semarang/hos8049606/","Diperbarui 6 bulan yang lalu oleh","Trisye Roosanti","Rumah","Ngaliyan, Semarang","5","3","","119","60","1","500","0.5",""
"Rumah di Progo , Semarang Timur ( Nc 2376 )","https://www.rumah123.com/properti/semarang/hos8048077/","Diperbarui 1 bulan yang lalu oleh","Nancy Redland","Rumah","Semarang Timur, Semarang","4","2","","275","200","2","800","0.8",""
"Rumah Kost di Jln Nias, bebas banjir","https://www.rumah123.com/properti/semarang/hos8046902/","Diperbarui 3 hari yang lalu oleh","Hengki Gunawan","Rumah","Semarang Timur, Semarang","10","7","","235","25","9","2.5","2.5",""
"Rumah di Rivera  Perum Graha Candi Golf , Candisari Semarang ( Tt 2370 )","https://www.rumah123.com/properti/semarang/hos8046827/","Diperbarui 5 bulan yang lalu oleh","Emirita Tata","Rumah","Candisari, Semarang","3","2","","220","180","12","3.25","3.25",""
"Rumah di Perum Tembalang Pesona Asri , Tembalang Semarang ( Ln 2368 )","https://www.rumah123.com/properti/semarang/hos8046785/","Diperbarui 2 bulan yang lalu oleh","Lanny","Rumah","Tembalang, Semarang","7","1","","109","300","6","1.8","1.8",""
"Rumah Mijen bagus cluster dekat Polsek Mijen BSB","https://www.rumah123.com/properti/semarang/hos8041854/","Diperbarui 4 bulan yang lalu oleh","Yusi  ardiyani","Rumah","Mijen, Semarang","2","1","1","129","37","1","520","0.52",""
"TURUN HARGA Rumah CitraGrand Sambiroto Tembalang Semarang","https://www.rumah123.com/properti/semarang/hos8038824/","Diperbarui 1 minggu yang lalu oleh","Rich Sukses","Rumah","Tembalang, Semarang","2","1","","105","65","3","1","1",""
"Rumah 2 lantai citragrand Calliope","https://www.rumah123.com/properti/semarang/hos8038500/","Diperbarui 3 bulan yang lalu oleh","Rich Sukses","Rumah","Tembalang, Semarang","3","2","","105","90","5","1.44","1.44",""
"RUMAH BAGUS DI PURI ANJASMORO SEMARANG BARAT","https://www.rumah123.com/properti/semarang/hos8035350/","Diperbarui 6 bulan yang lalu oleh","Yang Yang","Rumah","Semarang Barat, Semarang","5","2","3","216","220","6","1.75","1.75",""
"Rumah 2 Lt Luas di Tengah Kota Semarang","https://www.rumah123.com/properti/semarang/hos8035511/","Diperbarui 5 bulan yang lalu oleh","Century  Prosper","Rumah","Semarang Tengah, Semarang","7","6","1","491","489","18","5","5",""
"rumah tengah kota siap huni di singa utara supriyadi semarang timur","https://www.rumah123.com/properti/semarang/hos8013699/","Diperbarui 2 minggu yang lalu oleh","Lenna Xu","Rumah","Semarang Timur, Semarang","3","1","2","225","200","5","1.5","1.5",""
"Rumah 1 lantai butuh renov pinggir jalan besar","https://www.rumah123.com/properti/semarang/hos8013646/","Diperbarui 3 bulan yang lalu oleh","Helen Praharta","Rumah","Semarang Utara, Semarang","2","1","1","155","80","2","600","0.6",""
"Rumah Candi Prambanan","https://www.rumah123.com/properti/semarang/hos8013550/","Diperbarui 4 bulan yang lalu oleh","Diana","Rumah","Semarang Barat, Semarang","4","2","","239","165","6","1.8","1.8",""
"Rumah siap huni di Taman Marina","https://www.rumah123.com/properti/semarang/hos8007027/","Diperbarui 1 minggu yang lalu oleh","Danni W","Rumah","Semarang Barat, Semarang","2","1","","160","110","1","450","0.45",""
"UNTUNG BANYAK TEPI JALAN RAYA RAMAI TEGALSARI BEBAS BANJIR","https://www.rumah123.com/properti/semarang/hos8003145/","Diperbarui 2 bulan yang lalu oleh","MICHAEL SGP","Rumah","Semarang Tengah, Semarang","4","2","","190","129","14","4","4",""
"TURUN HARGA !!
RUMAH BATAN MIROTO Semarang
Lokasi seputar segitiga emas Semarang
Hy 100 meter dr Jl THAMRIN 
KUALITAS BANGUNAN BAGUS DAN SGT TERAWAT !! Siap Huni !
HARGA JUAL: 2M TURUN JD 1.9M NEGO","https://www.rumah123.com/properti/semarang/hos8001205/","Diperbarui 1 bulan yang lalu oleh","Link Property","Rumah","Semarang Tengah, Semarang","3","2","","150","250","7","1.9","1.9",""
"Rumah di Perum Grand Tembalang Regency,Semarang ( Si 2273J )","https://www.rumah123.com/properti/semarang/hos7986024/","Diperbarui 2 bulan yang lalu oleh","Sintia redland","Rumah","Tembalang, Semarang","4","2","","100","82","3","950","0.95",""
"Rumah asri di tengah kota","https://www.rumah123.com/properti/semarang/hos7984361/","Diperbarui 6 bulan yang lalu oleh","susan oen","Rumah","Semarang Barat, Semarang","6","3","","256","220","13","3.5","3.5",""
"Perumahan cluster di sebelah Fakultas Ekonomi Undip Tembalang","https://www.rumah123.com/properti/semarang/hos7983810/","Diperbarui 2 minggu yang lalu oleh","Danni W","Rumah","Tembalang, Semarang","5","3","2","495","400","17","4.7","4.7",""
"Rumah Butuh Renovasi Tengah Kota di Wonodri Baru, Semarang","https://www.rumah123.com/properti/semarang/hos7982034/","Diperbarui 3 minggu yang lalu oleh","Fendy Putra","Rumah","Semarang Selatan, Semarang","5","2","1","154","240","6","1.75","1.75",""
"Rumah Luas Strategis TERMURAH dekat Jalan Raya Banyumanik Semarang","https://www.rumah123.com/properti/semarang/hos7980061/","Diperbarui 1 bulan yang lalu oleh","Buildoctor ManagementConstruction","Rumah","Banyumanik, Semarang","5","2","6","275","250","5","1.4","1.4",""
"rumah siap huni","https://www.rumah123.com/properti/semarang/hos7976481/","Diperbarui 3 bulan yang lalu oleh","Yen Yen","Rumah","Ngaliyan, Semarang","4","3","","200","150","5","1.4","1.4",""
"Rumah tinggal lokasi sangat strategis Jl. Tumpang Raya Gajah Mungkur Semarang","https://www.rumah123.com/properti/semarang/hos7965317/","Diperbarui 1 hari yang lalu oleh","Moh Heru Mulyono","Rumah","Gajah Mungkur, Semarang","3","2","1","325","250","13","3.5","3.5",""
"Rumah cantik asri minimalis d rorojonggrang semarang barat","https://www.rumah123.com/properti/semarang/hos7961061/","Diperbarui 3 bulan yang lalu oleh","Masruri Era","Rumah","Semarang Barat, Semarang","3","2","1","200","170","4","1.3","1.3",""
"Rumah kos tengah kota strategis siap huni di Sadewa Semarang tengah","https://www.rumah123.com/properti/semarang/hos7960757/","Diperbarui 3 minggu yang lalu oleh","Lenna Xu","Rumah","Semarang Tengah, Semarang","60","8","","525","525","14","4","4",""
"RUMAH SIAP HUNI DI TAMANSARI HILL","https://www.rumah123.com/properti/semarang/hos7957764/","Diperbarui 4 bulan yang lalu oleh","Sulamit celliana Sherly","Rumah","Tembalang, Semarang","3","2","","150","70","5","1.45","1.45",""
"RUMAH DI TEMBALANG","https://www.rumah123.com/properti/semarang/hos7957582/","Diperbarui 4 bulan yang lalu oleh","Sulamit celliana Sherly","Rumah","Tembalang, Semarang","4","3","1","188","161","4","1.3","1.3",""
"RUMAH BARU DI CITRAGRAND","https://www.rumah123.com/properti/semarang/hos7957295/","Diperbarui 4 bulan yang lalu oleh","Sulamit celliana Sherly","Rumah","Tembalang, Semarang","2","1","1","105","90","4","1.2","1.2",""
"Rumah Bagus di Bale Nirvana Ngaliyan, Semarang Dekat Tol Ngaliyan","https://www.rumah123.com/properti/semarang/hos7953874/","Diperbarui 4 hari yang lalu oleh","Fendy Putra","Rumah","Ngaliyan, Semarang","3","1","2","120","85","2","750","0.75",""
"Rumah Kos di Prambanan Raya","https://www.rumah123.com/properti/semarang/hos7953619/","Diperbarui 01 Maret 2023 oleh","Yusliana Dewi (Cien)","Rumah","Ngaliyan, Semarang","12","12","","100","300","9","2.5","2.5",""
"rumah tengah kota siap huni di Taman roselani Bale nirvana ngaliyan Semarang barat","https://www.rumah123.com/properti/semarang/hos7951963/","Diperbarui 1 bulan yang lalu oleh","Lenna Xu","Rumah","Ngaliyan, Semarang","3","1","","120","85","2","750","0.75",""
"Rumah Siap Tempati Di Jl. Murbei IV, Banyumanik, Semarang","https://www.rumah123.com/properti/semarang/hos7951123/","Diperbarui 4 minggu yang lalu oleh","Melly Ks","Rumah","Banyumanik, Semarang","4","2","","238","100","9","2.5","2.5",""
