"Judul","Title_URL","Update","Agen","Jenis_Rumah","Lokasi","KT","KM","Garasi","LT","LB","KPR_bulanan","Harga","Harga_New","Juta"
"Rumah di Genuk Perbalan","https://www.rumah123.com/properti/semarang/hos12261816/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Tengah, Semarang","7","3","1","300","100","6","1.8","1.8",""
"Rumah di Perumahan Permata Tembalang","https://www.rumah123.com/properti/semarang/hos12261822/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Tembalang, Semarang","2","1","","73","50","1","475","0.475",""
"Rumah 2 Lantai di Paaramount Village Semarang Barat","https://www.rumah123.com/properti/semarang/hos16683314/","Diperbarui 1 minggu yang lalu oleh","Rikza Bashony","Rumah","Semarang Barat, Semarang","3","2","","72","69","4","1.3","1.3",""
"Rumah di Jalan Munasari","https://www.rumah123.com/properti/semarang/hos12261803/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Gunung Pati, Semarang","3","2","1","1548","138","14","4","4",""
"Rumah di jalan Mahesa","https://www.rumah123.com/properti/semarang/hos12261807/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","3","3","","220","320","11","3","3",""
"Rumah di dekat Lapangan Bumirejo Banyumanik","https://www.rumah123.com/properti/semarang/hos12261806/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Banyumanik, Semarang","2","3","1","175","150","3","850","0.85",""
"Rumah di Graha Padma","https://www.rumah123.com/properti/semarang/hos12261802/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Barat, Semarang","3","2","2","380","180","13","3.7","3.7",""
"Rumah di Bukit Barisan Ngaliyan","https://www.rumah123.com/properti/semarang/hos12261808/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Ngaliyan, Semarang","4","3","1","190","220","5","1.6","1.6",""
"Rumah di Taman Parkit","https://www.rumah123.com/properti/semarang/hos12261838/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Selatan, Semarang","3","1","1","200","70","5","1.5","1.5",""
"Rumah Modern Minimalis Siap Huni Di Wologito Semarang Barat","https://www.rumah123.com/properti/semarang/hos12562124/","Diperbarui 21 jam yang lalu oleh","Mayke","Rumah","Semarang Barat, Semarang","3","2","4","173","125","5","1.6","1.6",""
"Rumah Siap Huni Jalan Beruang Gayamsari Semarang","https://www.rumah123.com/properti/semarang/hos13783406/","Diperbarui 4 bulan yang lalu oleh","Hery Purnomo","Rumah","Gayamsari, Semarang","3","3","1","150","130","2","600","0.6",""
"Jual RUMAH KOS AKTIF Di Telaga Bodas Lingkungan Elit","https://www.rumah123.com/properti/semarang/hos16738334/","Diperbarui 1 hari yang lalu oleh","Swanny","Rumah","Gajah Mungkur, Semarang","12","12","2","326","350","11","3.2","3.2",""
"Perumahan Permata Tembalang","https://www.rumah123.com/properti/semarang/hos12261849/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Tembalang, Semarang","2","1","1","73","50","2","550","0.55",""
"Rumah di Graha Pesona Jatisari","https://www.rumah123.com/properti/semarang/hos12261851/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Mijen, Semarang","2","1","1","120","90","2","675","0.675",""
"Rumah di BSB Cluster Aurora Spring","https://www.rumah123.com/properti/semarang/hos12261853/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Mijen, Semarang","2","1","1","120","34","2","550","0.55",""
"Rumah diJalan Taman Serang, Semarang","https://www.rumah123.com/properti/semarang/hos12261855/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Barat, Semarang","2","2","1","100","100","2","600","0.6",""
"Rumah di Jedung Raya Gunungpati","https://www.rumah123.com/properti/semarang/hos12261892/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Gunung Pati, Semarang","2","2","1","260","70","2","650","0.65",""
"Rumah Kedaton","https://www.rumah123.com/properti/semarang/hos12261887/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Mijen, Semarang","2","2","1","120","70","5","1.4","1.4",""
"Rumah Krakatau","https://www.rumah123.com/properti/semarang/hos12261882/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Timur, Semarang","4","3","1","300","200","8","2.2","2.2",""
"Rumah Graha Taman Bunga","https://www.rumah123.com/properti/semarang/hos12261886/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Mijen, Semarang","4","2","3","250","250","11","3","3",""
"Rumah di Jalan Ariloka, Semarang Barat","https://www.rumah123.com/properti/semarang/hos12261893/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Barat, Semarang","5","2","","318","400","8","2.3","2.3",""
"Rumah Karangrejo Timur","https://www.rumah123.com/properti/semarang/hos12261876/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Gajah Mungkur, Semarang","4","3","","162","162","4","1.15","1.15",""
"Rumah Graha Taman Bunga","https://www.rumah123.com/properti/semarang/hos12261879/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Mijen, Semarang","3","2","1","120","100","2","800","0.8",""
"Rumah Ayodya Sekaran Gunung Pati","https://www.rumah123.com/properti/semarang/hos12261880/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Gunung Pati, Semarang","4","3","1","128","117","3","875","0.875",""
"Rumah di Padepokan Ganesha, Jalan Krakatau, Gayamsari","https://www.rumah123.com/properti/semarang/hos12261863/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Gayamsari, Semarang","3","1","1","200","240","6","1.8","1.8",""
"Rumah Bukit Kerinci","https://www.rumah123.com/properti/semarang/hos12261860/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Banyumanik, Semarang","3","3","1","144","71","4","1.3","1.3",""
"Rumah Karanglo","https://www.rumah123.com/properti/semarang/hos12261869/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","3","2","","188","140","3","1","1",""
"Rumah Griya Bukit Emas","https://www.rumah123.com/properti/semarang/hos12261866/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","3","3","2","182","210","6","1.8","1.8",""
"Rumah di Muwardi Timur","https://www.rumah123.com/properti/semarang/hos12261910/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","4","2","1","172","150","4","1.2","1.2",""
"Rumah Beruang Raya","https://www.rumah123.com/properti/semarang/hos12261909/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Timur, Semarang","3","2","1","219","219","5","1.6","1.6",""
"Rumah Palebon Tengah","https://www.rumah123.com/properti/semarang/hos12261905/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","3","1","1","96","72","2","600","0.6",""
"Rumah Borobudur Timur","https://www.rumah123.com/properti/semarang/hos12261859/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Barat, Semarang","4","2","1","150","250","5","1.6","1.6",""
"Beruang raya","https://www.rumah123.com/properti/semarang/hos12261907/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Timur, Semarang","5","2","1","289","289","5","1.6","1.6",""
"Rumah di Forest Hills Citraland, BSB","https://www.rumah123.com/properti/semarang/hos12261939/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Mijen, Semarang","2","1","1","120","37","2","610","0.61",""
"Rumah Jati Kusuma","https://www.rumah123.com/properti/semarang/hos12261933/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","3","2","1","143","143","3","850","0.85",""
"Rumah Graha Mukti Asri","https://www.rumah123.com/properti/semarang/hos12261943/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","2","1","","71","38","1","350","0.35",""
"Rumah Muara Mas","https://www.rumah123.com/properti/semarang/hos12261944/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Utara, Semarang","2","2","1","100","100","2","550","0.55",""
"Rumah Tlogobiru","https://www.rumah123.com/properti/semarang/hos12261903/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","3","2","1","150","210","2","550","0.55",""
"Rumah di Gendong saluran","https://www.rumah123.com/properti/semarang/hos12261974/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Timur, Semarang","4","2","1","396","280","9","2.5","2.5",""
"Rumah Gusti Putri","https://www.rumah123.com/properti/semarang/hos12261898/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","3","2","1","200","158","3","1","1",""
"Rumah di Jalan Karang Bendo, Gajahmungkur","https://www.rumah123.com/properti/semarang/hos12261973/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Banyumanik, Semarang","4","1","1","166","138","3","950","0.95",""
"Rumah Tembalang Pesona Asri","https://www.rumah123.com/properti/semarang/hos12261927/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Tembalang, Semarang","3","1","","90","40","1","475","0.475",""
"Rumah di Abdul Rahman Saleh","https://www.rumah123.com/properti/semarang/hos12261972/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Semarang Barat, Semarang","2","3","","192","172","7","2","2",""
"Rumah Jasmine Park","https://www.rumah123.com/properti/semarang/hos12261970/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","2","1","2","136","117","3","900","0.9",""
"Rumah Gang Sahabat","https://www.rumah123.com/properti/semarang/hos12261961/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Banyumanik, Semarang","3","1","1","117","117","3","1","1",""
"Rumah Singa Utara Dalam","https://www.rumah123.com/properti/semarang/hos12261968/","Diperbarui 21 jam yang lalu oleh","Cecillia 4","Rumah","Pedurungan, Semarang","4","1","","290","150","5","1.5","1.5",""
"Perumahan lingkungan asri nyaman aman di Tembalang","https://www.rumah123.com/properti/semarang/hos16740986/","Diperbarui 7 jam yang lalu oleh","Rizky Ilyas","Rumah","Pedurungan, Semarang","2","1","3","125","45","2","705","0.705",""
"Rumah Tengah Kota Cocok Untuk Invest di Seroja Semarang Tengah","https://www.rumah123.com/properti/semarang/hos16737799/","Diperbarui 22 jam yang lalu oleh","Diana Liem","Rumah","Semarang Tengah, Semarang","4","2","","180","180","14","4","4",""
"Rumah 2 Lantai View Kota Perum Bukit Indah Regency, Ngesrep, Smrg","https://www.rumah123.com/properti/semarang/hos16740924/","Diperbarui 22 jam yang lalu oleh","Aristar Taniwijaya","Rumah","Banyumanik, Semarang","4","3","1","169","235","6","1.75","1.75",""
"Rumah Cantik Minimalis Lingkungan Sejuk Forest Hill, Bsb Mijen 11.315 mrt Dolores, Forest Hill, Bsb Mijen","https://www.rumah123.com/properti/semarang/hos16740899/","Diperbarui 22 jam yang lalu oleh","Margaretha Christine Soeharyo","Rumah","Semarang Barat, Semarang","3","1","","194","70","7","2","2",""
"Rumah Murah Siap Huni di Pandanaran Hill Tembalang","https://www.rumah123.com/properti/semarang/hos15732728/","Diperbarui 2 bulan yang lalu oleh","Hery Purnomo","Rumah","Tembalang, Semarang","2","1","1","105","70","2","700","0.7",""
"Rumah Baru Hanya 30 meter Jalan Raya UNNES Semarang Kota.","https://www.rumah123.com/properti/semarang/hos15948599/","Diperbarui 22 jam yang lalu oleh","Mas Abdul","Rumah","Gunung Pati, Semarang","3","2","2","128","90","2","635","0.635",""
"Rumah bagus disewa tengah perkotaan","https://www.rumah123.com/properti/semarang/hos16740668/","Diperbarui 22 jam yang lalu oleh","Uthe Blessing","Rumah","Pedurungan, Semarang","4","3","2","250","250","12","3.25","3.25",""
"Dijual Rumah Cluster Graha Wahid Tembalang Semarang","https://www.rumah123.com/properti/semarang/hos16740388/","Diperbarui 22 jam yang lalu oleh","Ardhi Firmansah","Rumah","Tembalang, Semarang","3","1","1","144","100","4","1.25","1.25",""
"Jual Rumah Siap Pakai, Cocok Usaha Dan Kantor Semarang Indah 8797","https://www.rumah123.com/properti/semarang/hos16739983/","Diperbarui 22 jam yang lalu oleh","Agus chandra santosa","Rumah","Semarang Barat, Semarang","3","2","1","128","210","4","1.3","1.3",""
"Rumah Townhouse Semarang Barat Bebas Banjir Dekat Bandara","https://www.rumah123.com/properti/semarang/hos13610036/","Diperbarui 8 jam yang lalu oleh","Hery Purnomo","Rumah","Semarang Barat, Semarang","8","3","1","252","350","10","2.7","2.7",""
"Banting Harga Rumah Graha Taman Pelangi Bsb Mijen","https://www.rumah123.com/properti/semarang/hos16739456/","Diperbarui 23 jam yang lalu oleh","Yudha Perdhana","Rumah","Mijen, Semarang","2","1","1","120","45","4","1.1","1.1",""
"Dijual Rumah Bayu Prasetya Selatan Genuk Semarang","https://www.rumah123.com/properti/semarang/hos16718344/","Diperbarui 24 jam yang lalu oleh","Theresia Trisnawati","Rumah","Genuk, Semarang","3","2","","200","130","2","595","0.595",""
"Rumah Semarang Mijen Jatisari","https://www.rumah123.com/properti/semarang/hos16331114/","Diperbarui 2 minggu yang lalu oleh","Abdul Rozak","Rumah","Mijen, Semarang","2","1","","120","50","1","475","0.475",""
"Dijual Rumah Furnished Puspogiwang Semarang","https://www.rumah123.com/properti/semarang/hos15524785/","Diperbarui 4 bulan yang lalu oleh","Hery Purnomo","Rumah","Semarang Barat, Semarang","2","2","1","240","200","8","2.3","2.3",""
"Dijual Rumah di Wologito Semarang Barat","https://www.rumah123.com/properti/semarang/hos15154098/","Diperbarui 5 bulan yang lalu oleh","Hery Purnomo","Rumah","Semarang Barat, Semarang","4","3","2","318","179","6","1.7","1.7",""
"Rumah 50m ke PUSPONJOLO RAYA,Jalan Lebar","https://www.rumah123.com/properti/semarang/hos16727879/","Diperbarui 2 hari yang lalu oleh","Swanny","Rumah","Semarang Barat, Semarang","6","3","2","252","410","10","2.8","2.8",""
"Rumah siap pakai di Jl. Nias","https://www.rumah123.com/properti/semarang/hos8046866/","Diperbarui 3 hari yang lalu oleh","Hengki Gunawan","Rumah","Semarang Timur, Semarang","4","2","1","230","164","8","2.2","2.2",""
"Rumah Siap Huni Depan Taman di Pandanaran Hills Tembalang","https://www.rumah123.com/properti/semarang/hos10966547/","Diperbarui 1 hari yang lalu oleh","Hery Purnomo","Rumah","Tembalang, Semarang","3","3","1","160","125","5","1.35","1.35",""
"Rumah Siap Huni Durenan Tembalang Dekat Undip","https://www.rumah123.com/properti/semarang/hos14365263/","Diperbarui 1 hari yang lalu oleh","Hery Purnomo","Rumah","Tembalang, Semarang","3","2","1","130","100","1","500","0.5",""
"Rumah kost baru full penghuni  selangkah Undip Tembalang Semarang","https://www.rumah123.com/properti/semarang/hos13830980/","Diperbarui 1 hari yang lalu oleh","Mas Abdul","Rumah","Tembalang, Semarang","16","16","3","320","250","16","4.5","4.5",""
"Rumah Siap Huni Mijen Kota Semarang","https://www.rumah123.com/properti/semarang/hos16738283/","Diperbarui 1 hari yang lalu oleh","Faskha Harizki","Rumah","Ngaliyan, Semarang","2","1","1","150","45","1","494","0.494",""
"Rumah Bagus Siap Huni di Bukit Semarang Jaya Metro Tembalang","https://www.rumah123.com/properti/semarang/hos16738224/","Diperbarui 1 hari yang lalu oleh","Hery Purnomo","Rumah","Tembalang, Semarang","3","2","1","155","100","5","1.4","1.4",""
"Dijual Rumah Murah di Permata Puri Ngaliyan Semarang","https://www.rumah123.com/properti/semarang/hos16738160/","Diperbarui 1 hari yang lalu oleh","Hery Purnomo","Rumah","Ngaliyan, Semarang","3","2","1","90","80","2","550","0.55",""
"Rumah Bagus Ada Ruang Usaha di Tlogomulyo Pedurungan Semarang","https://www.rumah123.com/properti/semarang/hos16737857/","Diperbarui 1 hari yang lalu oleh","Erri DC","Rumah","Pedurungan, Semarang","3","2","","125","100","2","785","0.785",""
"Rumah Strategis di Banyumanik Pudakpayung Dekat Kodam Diponegoro","https://www.rumah123.com/properti/semarang/hos16738059/","Diperbarui 1 hari yang lalu oleh","Miftakhul Ulfa Dyanasari","Rumah","Banyumanik, Semarang","6","3","1","296","175","3","1","1",""
"Rumah mewah tidak banjir di Tlogomulyo pedurungan semarang SHM","https://www.rumah123.com/properti/semarang/hos16738033/","Diperbarui 1 hari yang lalu oleh","Kusuma Wardhana","Rumah","Pedurungan, Semarang","2","1","1","90","85","2","550","0.55",""
"Rumah Mewah di Lingkungan Eksklusif Citra Grand Tembalang","https://www.rumah123.com/properti/semarang/hos16738039/","Diperbarui 1 hari yang lalu oleh","Miftakhul Ulfa Dyanasari","Rumah","Tembalang, Semarang","5","5","2","180","290","14","3.8","3.8",""
"Rumah Bagus di Dalam Cluster Pudakpayung Banyumanik","https://www.rumah123.com/properti/semarang/hos16738010/","Diperbarui 1 hari yang lalu oleh","Miftakhul Ulfa Dyanasari","Rumah","Banyumanik, Semarang","3","1","1","113","113","2","550","0.55",""
"Rumah Semarang Cluster BSB City Foresh Hill","https://www.rumah123.com/properti/semarang/hos16056847/","Diperbarui 1 hari yang lalu oleh","Abdul Rozak","Rumah","Mijen, Semarang","3","2","1","238","130","6","1.7","1.7",""
"Rumah Siap Huni Merbau Banyumanik","https://www.rumah123.com/properti/semarang/hos16737763/","Diperbarui 1 hari yang lalu oleh","Faskha Harizki","Rumah","Banyumanik, Semarang","3","1","1","84","72","1","475","0.475",""
"Rumah idaman asri nyaman tentram","https://www.rumah123.com/properti/semarang/hos16737402/","Diperbarui 1 hari yang lalu oleh","Rohman al chalim","Rumah","Gunung Pati, Semarang","2","1","1","130","52","1","385","0.385",""
"Cluster top dan paling spesial mijen","https://www.rumah123.com/properti/semarang/hos16737313/","Diperbarui 1 hari yang lalu oleh","Rohman al chalim","Rumah","Ngaliyan, Semarang","2","1","1","127","55","1","400","0.4",""
"Rumah kost 2 Lantai ring 1undip,polines,poltekes, unpand Tembalang Semarang","https://www.rumah123.com/properti/semarang/hos13851549/","Diperbarui 1 hari yang lalu oleh","Mas Abdul","Rumah","Tembalang, Semarang","16","16","2","210","250","11","3.1","3.1",""
"cluster mewah dengan view indah dan ternyaman","https://www.rumah123.com/properti/semarang/hos16737266/","Diperbarui 1 hari yang lalu oleh","Rohman al chalim","Rumah","Ngaliyan, Semarang","2","1","1","120","120","1","490","0.49",""
"Rumah furnish bagus dii Greenwood","https://www.rumah123.com/properti/semarang/hos16737250/","Diperbarui 1 hari yang lalu oleh","Azalea property","Rumah","Semarang Barat, Semarang","4","3","","575","350","10","2.9","2.9",""
